cate_product_title,cate_pirce,cate_vendor,cate_voucher,cate_new_tag,listing_link,listing_link,Brand,Product type,Profile,Layout size,Layout standard,Layout ergonomics,Hot-swappable,Knob support,Rgb support,Display support,QMK/VIA,Connection,Battery capacity,Mount style,Case material,Keycap material,scraping_date
Megalodon Macro Pad Dual Layer,$59,Epomaker,None,None,https://keeb-finder.com/keyboards/megalodon-dual-layer-knob-macro-pad,https://keeb-finder.com/keyboards/megalodon-dual-layer-knob-macro-pad,Megalodon,Keyboard,Normal Profile,Numpad,ANSI,Normal,Yes,Yes,Yes,No,Yes,Wired,No battery,Unknown,Aluminum,Unknown,2024-03-28
Megalodon Macro Pad Giant,$55,Epomaker,None,None,https://keeb-finder.com/keyboards/megalodon-macro-pad-with-outemu-giant-switches,https://keeb-finder.com/keyboards/megalodon-macro-pad-with-outemu-giant-switches,Megalodon,Keyboard,Normal Profile,Numpad,ANSI,Normal,Yes,No,Yes,No,Yes,Wired,No battery,Unknown,Aluminum,Unknown,2024-03-28
Cidoo ABM648,$85,Epomaker,None,None,https://keeb-finder.com/keyboards/cidoo-abm648-kit,https://keeb-finder.com/keyboards/cidoo-abm648-kit,Cidoo,Keyboard Kit,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Plate Mount,Aluminum,ABS,2024-03-28
Lofree Dual Mode,$219,Epomaker,None,None,https://keeb-finder.com/keyboards/lofree-1-dual-mode,https://keeb-finder.com/keyboards/lofree-1-dual-mode,Lofree,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, Wireless",2000 mAh,Plate Mount,Plastic,PC,2024-03-28
Click lab ClickLab CL98,$60,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-click-lab-cl98,https://keeb-finder.com/keyboards/epomaker-click-lab-cl98,Click lab,Keyboard,Normal Profile,90%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",3000 mAh,Plate Mount,Plastic,PBT,2024-03-28
Dna DNA65 DIY,$68,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-dna65-diy-kit,https://keeb-finder.com/keyboards/epomaker-dna65-diy-kit,Dna,Keyboard Kit,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Dna DNA59 DIY,$62,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-dna59-diy-kit,https://keeb-finder.com/keyboards/epomaker-dna59-diy-kit,Dna,Keyboard Kit,Normal Profile,50%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Akko ACR61,$99,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-akko-acr61,https://keeb-finder.com/keyboards/epomaker-akko-acr61,Akko,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Akko 3061S World Tour R2,$62,Epomaker,None,None,https://keeb-finder.com/keyboards/akko-3061s-world-tour-r2,https://keeb-finder.com/keyboards/akko-3061s-world-tour-r2,Akko,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Skyloong SK66/SK66S,$39,Epomaker,None,None,https://keeb-finder.com/keyboards/sk66,https://keeb-finder.com/keyboards/sk66,Skyloong,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, Wireless",-,Unknown,Plastic,PBT,2024-03-28
Skyloong SK68 Keycap VER,$65,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-sk68-abs,https://keeb-finder.com/keyboards/epomaker-sk68-abs,Skyloong,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, Wireless",1900 mAh,Unknown,Plastic,ABS,2024-03-28
Skyloong GK64X/GK64XS,$34,Epomaker,None,None,https://keeb-finder.com/keyboards/gk64x,https://keeb-finder.com/keyboards/gk64x,Skyloong,Keyboard Kit,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, Wireless",1900 mAh,Unknown,Plastic,PBT,2024-03-28
Anne Pro 2,$54,Epomaker,None,None,https://keeb-finder.com/keyboards/anne-pro2,https://keeb-finder.com/keyboards/anne-pro2,Anne Pro,Keyboard,Normal Profile,60%,ANSI,Normal,No,No,Yes,No,No,"Bluetooth, Wireless",1900 mAh,Unknown,Plastic,PBT,2024-03-28
Skyloong SK64/SK64S,$36,Epomaker,None,None,https://keeb-finder.com/keyboards/epomaker-sk64,https://keeb-finder.com/keyboards/epomaker-sk64,Skyloong,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, Wireless",1900 mAh,Unknown,Plastic,PBT,2024-03-28
MelGeek Mojo68 Neon & Programmable,$159,MelGeek,None,None,https://keeb-finder.com/keyboards/melgeek-mojo68-neon-mechanical-keyboard,https://keeb-finder.com/keyboards/melgeek-mojo68-neon-mechanical-keyboard,MelGeek,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Plate Mount,Plastic,ABS,2024-03-28
MelGeek Mojo68 Ember & Programmable,$159,MelGeek,None,None,https://keeb-finder.com/keyboards/melgeek-mojo68-ember-mechanical-keyboard,https://keeb-finder.com/keyboards/melgeek-mojo68-ember-mechanical-keyboard,MelGeek,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Plate Mount,Plastic,ABS,2024-03-28
MelGeek MojoPad Neon Numpad,$89,MelGeek,None,None,https://keeb-finder.com/keyboards/melgeek-mojopad-neon-numpad-mechanical-keyboard,https://keeb-finder.com/keyboards/melgeek-mojopad-neon-numpad-mechanical-keyboard,MelGeek,Keyboard,Normal Profile,Numpad,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",2500 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
MelGeek MojoPad Pigeon Numpad,$89,MelGeek,None,None,https://keeb-finder.com/keyboards/melgeek-mojopad-pigeon-numpad-mechanical-keyboard-melgeek-com,https://keeb-finder.com/keyboards/melgeek-mojopad-pigeon-numpad-mechanical-keyboard-melgeek-com,MelGeek,Keyboard,Normal Profile,Numpad,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",2500 mAh,Gasket Mount,Plastic,PBT,2024-03-28
MelGeek MojoPad Retro Numpad,$79,MelGeek,None,None,https://keeb-finder.com/keyboards/melgeek-mojopad-retro-numpad-mechanical-keyboard-melgeek-com,https://keeb-finder.com/keyboards/melgeek-mojopad-retro-numpad-mechanical-keyboard-melgeek-com,MelGeek,Keyboard,Normal Profile,Numpad,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",2500 mAh,Gasket Mount,Plastic,PBT,2024-03-28
MelGeek Mojo68 Retro,$199,MelGeek,None,None,https://keeb-finder.com/keyboards/melgeek-mojo68-retro-mechanical-keyboard,https://keeb-finder.com/keyboards/melgeek-mojo68-retro-mechanical-keyboard,MelGeek,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Gasket Mount,Plastic,Unknown,2024-03-28
MelGeek Mojo68 Monster & Programmable,$229,MelGeek,None,None,https://keeb-finder.com/keyboards/melgeek-mojo68-monster-mechanical-keyboard,https://keeb-finder.com/keyboards/melgeek-mojo68-monster-mechanical-keyboard,MelGeek,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",-,Gasket Mount,Plastic,Unknown,2024-03-28
Monokei Kage x Hand Engineering,$489,ApexKeyboards,None,None,https://keeb-finder.com/keyboards/kage,https://keeb-finder.com/keyboards/kage,Monokei,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,No,No,No,Wired,No battery,Top Mount,Plastic,Unknown,2024-03-28
Angel ,$271,ApexKeyboards,None,None,https://keeb-finder.com/keyboards/angel65,https://keeb-finder.com/keyboards/angel65,Angel,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,No,No,No,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
IQUNIX L80 Formula Typing,$199,IQUNIX,-0.05,None,https://keeb-finder.com/keyboards/iqunix-l80-formula-typing-wireless-mechanical-keyboard,https://keeb-finder.com/keyboards/iqunix-l80-formula-typing-wireless-mechanical-keyboard,IQUNIX,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,Yes,"Bluetooth, 2.4 GHz, Wireless",4000 mAh,Unknown,Plastic,PBT,2024-03-28
GamaKay LK70,$89,GamaKay,None,None,https://keeb-finder.com/keyboards/gamakay-lk70-65percent-keyboard,https://keeb-finder.com/keyboards/gamakay-lk70-65percent-keyboard,GamaKay,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",1800 mAh,Unknown,Plastic,PBT,2024-03-28
MK MK61,$46,GamaKay,None,None,https://keeb-finder.com/keyboards/gamakay-mk61-60-mechanical-keyboard,https://keeb-finder.com/keyboards/gamakay-mk61-60-mechanical-keyboard,MK,Keyboard,Normal Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,ABS,2024-03-28
Yunzii Keynovo IF98,$119,Yunzii,None,None,https://keeb-finder.com/keyboards/yunzii-keynovo-if98-hot-swappable-gasket-mounted-mechanical-keyboard,https://keeb-finder.com/keyboards/yunzii-keynovo-if98-hot-swappable-gasket-mounted-mechanical-keyboard,Yunzii,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Gasket Mount,Plastic,PBT,2024-03-28
Yunzii x RS2 Gasket Beige,$109,Yunzii,None,None,https://keeb-finder.com/keyboards/yunzii-x-jamesdonkey-rs2-wireless-gasket-mechanical-keyboard-beige,https://keeb-finder.com/keyboards/yunzii-x-jamesdonkey-rs2-wireless-gasket-mechanical-keyboard-beige,Yunzii,Keyboard,Normal Profile,98%,ANSI,Normal,Yes,Yes,No,No,No,"2.4 GHz, Wireless",3000 mAh,Gasket Mount,Plastic,PBT,2024-03-28
Keychron K4 Version 2,$79,Meow Key,None,None,https://keeb-finder.com/keyboards/keychron-k4-wireless-mechanical-keyboard-version-2,https://keeb-finder.com/keyboards/keychron-k4-wireless-mechanical-keyboard-version-2,Keychron,Keyboard,Normal Profile,96%,ANSI,Normal,Yes,No,Yes,No,No,"Bluetooth, Wired, Wireless",4000 mAh,Tray Mount,Aluminum,ABS,2024-03-28
Akko ACR 75 V2 DIY,$66,Meow Key,None,None,https://keeb-finder.com/keyboards/akko-acr-75-v2-diy-kit,https://keeb-finder.com/keyboards/akko-acr-75-v2-diy-kit,Akko,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,Unknown,2024-03-28
Akko ACR Pro 75 DIY,$89,Meow Key,None,None,https://keeb-finder.com/keyboards/akko-acr-pro-75-diy-kit,https://keeb-finder.com/keyboards/akko-acr-pro-75-diy-kit,Akko,Keyboard Kit,Normal Profile,75%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Plate Mount,Plastic,ABS,2024-03-28
Akko SPR 67 DIY,$199,Meow Key,None,None,https://keeb-finder.com/keyboards/akko-spr-67-kit,https://keeb-finder.com/keyboards/akko-spr-67-kit,Akko,Keyboard Kit,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Yunzii VN66 DIY,$67,Meow Key,None,None,https://keeb-finder.com/keyboards/yunzii-keynovo-vn66-kit,https://keeb-finder.com/keyboards/yunzii-keynovo-vn66-kit,Yunzii,Keyboard Kit,Normal Profile,65%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, 2.4 GHz, Wireless",2200 mAh,Gasket Mount,Plastic,Unknown,2024-03-28
Mechboards Adam,$69,Mechboards,None,None,https://keeb-finder.com/keyboards/kbdcraft-adam-60-kit,https://keeb-finder.com/keyboards/kbdcraft-adam-60-kit,Mechboards,Keyboard Kit,Low Profile,60%,"ISO ES, ISO, ANSI",Normal,Yes,No,Yes,No,Yes,Wired,No battery,Gasket Mount,Plastic,PBT,2024-03-28
Mechboards Yampad V2 Numpad,$15,Mechboards,None,None,https://keeb-finder.com/keyboards/yampad-v2-numpad-kit,https://keeb-finder.com/keyboards/yampad-v2-numpad-kit,Mechboards,Keyboard Kit,Low Profile,Numpad,ANSI,Normal,Yes,No,Yes,Yes,Yes,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Mechboards Idobo Ortho,$80,Mechboards,None,None,https://keeb-finder.com/keyboards/idobo-75-key-ortho-hotswap-kit,https://keeb-finder.com/keyboards/idobo-75-key-ortho-hotswap-kit,Mechboards,Keyboard Kit,Low Profile,75%,ANSI,Normal,Yes,No,No,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Mechboards Quefrency,$40,Mechboards,None,None,https://keeb-finder.com/keyboards/quefrency-kit,https://keeb-finder.com/keyboards/quefrency-kit,Mechboards,Keyboard Kit,Low Profile,Other,ANSI,Split,Yes,No,No,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Mechboards Barebones,$40,Mechboards,None,None,https://keeb-finder.com/keyboards/60-wireless-hotswap-barebones,https://keeb-finder.com/keyboards/60-wireless-hotswap-barebones,Mechboards,Keyboard Kit,Low Profile,60%,ANSI,Normal,Yes,No,Yes,No,No,"2.4 GHz, Wireless",1500 mAh,Plate Mount,Plastic,PBT,2024-03-28
Mechboards 0xCB New Horizons,$55,Mechboards,None,None,https://keeb-finder.com/keyboards/0xcb-new-horizons-kit,https://keeb-finder.com/keyboards/0xcb-new-horizons-kit,Mechboards,Keyboard Kit,Low Profile,65%,"ISO, ANSI",Normal,No,No,Yes,Yes,No,"Bluetooth, Wireless",-,Unknown,Plastic,PBT,2024-03-28
Mechboards The DC01,$0,Mechboards,None,None,https://keeb-finder.com/keyboards/mbuk-dc-01,https://keeb-finder.com/keyboards/mbuk-dc-01,Mechboards,Keyboard,Low Profile,Other,"ISO, ANSI",Split,No,No,No,No,No,Wired,No battery,Unknown,Plastic,PBT,2024-03-28
Space Cables Stellar65 Night Runner Edition,$149,Space Cables,None,None,https://keeb-finder.com/keyboards/stellar65-nightrunner-2-edition,https://keeb-finder.com/keyboards/stellar65-nightrunner-2-edition,Space Cables,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,No,Yes,No,Yes,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
KeebCats Gina MacroNumpad by,$139,Space Cables,None,None,https://keeb-finder.com/keyboards/gina-macro-numpad-by-keebcats-kit,https://keeb-finder.com/keyboards/gina-macro-numpad-by-keebcats-kit,KeebCats,Keyboard,Normal Profile,Numpad,ANSI,Normal,Yes,No,No,No,Yes,Wired,No battery,Sandwich Mount,Aluminum,Unknown,2024-03-28
Denshi Electronic KF068 ARTIC / ASSEMBLED,$154,Denshi Electronic,None,None,https://keeb-finder.com/keyboards/kf068-with-pbt-artic-keycaps-assembled-65-hot-swap-mechanical-keyboard,https://keeb-finder.com/keyboards/kf068-with-pbt-artic-keycaps-assembled-65-hot-swap-mechanical-keyboard,Denshi Electronic,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,ABS,2024-03-28
Denshi Electronic XD87 JAPANESE WOB / ASSEMBLED KEYBOARAD,$207,Denshi Electronic,None,None,https://keeb-finder.com/keyboards/xd87,https://keeb-finder.com/keyboards/xd87,Denshi Electronic,Keyboard,Normal Profile,80%,"ISO ES, ISO",Normal,Yes,No,Yes,No,Yes,Wired,No battery,Sandwich Mount,Plastic,ABS,2024-03-28
Denshi Electronic KF068 OLI / ASSEMBLED,$154,Denshi Electronic,None,None,https://keeb-finder.com/keyboards/kf068-with-pbt-olivia-keycaps-wireless-assembled-65-hot-swap-mechanical-keyboard,https://keeb-finder.com/keyboards/kf068-with-pbt-olivia-keycaps-wireless-assembled-65-hot-swap-mechanical-keyboard,Denshi Electronic,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,ABS,2024-03-28
Denshi Electronic KF068 MACAW / ASSEMBLED,$154,Denshi Electronic,None,None,https://keeb-finder.com/keyboards/kf068-with-pbt-artic-keycaps-wireless-assembled-65-hot-swap-mechanical-keyboard,https://keeb-finder.com/keyboards/kf068-with-pbt-artic-keycaps-wireless-assembled-65-hot-swap-mechanical-keyboard,Denshi Electronic,Keyboard,Normal Profile,65%,ANSI,Normal,Yes,Yes,Yes,No,No,"Bluetooth, Wireless",-,Plate Mount,Plastic,ABS,2024-03-28
Denshi Electronic CRKBD Corne Dark Nude Ergo ASSEMBLED,$143,Denshi Electronic,None,None,https://keeb-finder.com/keyboards/crkbd-corne-dark-nude-ergo-ansi-keyboard-assembled-mechanical-keyboard,https://keeb-finder.com/keyboards/crkbd-corne-dark-nude-ergo-ansi-keyboard-assembled-mechanical-keyboard,Denshi Electronic,Keyboard,Normal Profile,Other,"ISO ES, ISO, ANSI",Split,Yes,No,Yes,Yes,Yes,Wired,No battery,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom98 SE Anodized Black,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-se-anodized-black,https://keeb-finder.com/keyboards/zoom98-se-anodized-black,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 SE GT Silver,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-se-gt-silver,https://keeb-finder.com/keyboards/zoom98-se-gt-silver,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Cool Grey,$225,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-cool-grey,https://keeb-finder.com/keyboards/zoom98-ee-cool-grey,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Navy,$215,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-navy,https://keeb-finder.com/keyboards/zoom98-ee-navy,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Wild Green,$225,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-wild-green,https://keeb-finder.com/keyboards/zoom98-ee-wild-green,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Blush Pink,$225,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-blush-pink,https://keeb-finder.com/keyboards/zoom98-ee-blush-pink,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Scarlet Red,$215,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-scarlet-red,https://keeb-finder.com/keyboards/zoom98-ee-scarlet-red,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 SE Anodized Orange,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-se-anodized-orange,https://keeb-finder.com/keyboards/zoom98-se-anodized-orange,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Plum,$215,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-plum,https://keeb-finder.com/keyboards/zoom98-ee-plum,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Cyber Yellow,$215,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-cyber-yellow,https://keeb-finder.com/keyboards/zoom98-ee-cyber-yellow,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 SE Ice Blue,$245,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-se-ice-blue,https://keeb-finder.com/keyboards/zoom98-se-ice-blue,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom98 EE Milky Green,$215,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom98-ee-milky-green,https://keeb-finder.com/keyboards/zoom98-ee-milky-green,Meletrix,Keyboard,Normal Profile,80%,ANSI,Normal,Yes,No,Yes,No,No,Wired,No battery,Unknown,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Lilac,$185,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-lilac,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-lilac,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Faint Blurple,$185,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-faint-blurple,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-faint-blurple,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Teal,$185,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-teal,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-teal,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Navy,$185,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-navy,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-navy,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Blush Pink,$185,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-blush-pink,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-blush-pink,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Wild Green,$185,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-wild-green,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-wild-green,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 GT Silver,$185,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-gt-silver,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-gt-silver,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Cyber Yellow,$185,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-cyber-yellow,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-cyber-yellow,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Cool Grey,$185,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-cool-grey,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-cool-grey,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom65 Essential Edition V2 Sky blue,$185,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-sky-blue,https://keeb-finder.com/keyboards/zoom65-v2-essential-edition-sky-blue,Meletrix,Keyboard,Normal Profile,65%,"ISO, ANSI",Normal,Yes,Yes,Yes,No,Yes,"Bluetooth, Wireless",-,Tray Mount,Plastic,Unknown,2024-03-28
Meletrix Zoom75 Special Edition Ewhite,$239,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-special-edition-e-white,https://keeb-finder.com/keyboards/zoom75-special-edition-e-white,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 Special Edition Anodized Orange,$239,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-special-edition-anodized-orange,https://keeb-finder.com/keyboards/zoom75-special-edition-anodized-orange,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 Essential Edition Strawberry Icecream,$209,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-essential-edition-strawberry-icecream,https://keeb-finder.com/keyboards/zoom75-essential-edition-strawberry-icecream,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",-,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 Special Edition Anodized Black,$239,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-special-edition-anodized-black,https://keeb-finder.com/keyboards/zoom75-special-edition-anodized-black,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
Meletrix Zoom75 Special Edition Anodized Lavender,$239,Meletrix,None,None,https://keeb-finder.com/keyboards/zoom75-special-edition-anodized-lavender,https://keeb-finder.com/keyboards/zoom75-special-edition-anodized-lavender,Meletrix,Keyboard,Normal Profile,75%,"ISO, ANSI",Normal,Yes,Yes,Yes,Yes,Yes,"Bluetooth, 2.4 GHz, Wireless",2250 mAh,Tray Mount,Plastic,ABS,2024-03-28
